,track_id,acousticness,danceability,duration_ms,instrumentalness,key,energy,liveness,loudness,mode,speechiness,tempo,time_signature,valence
14973,60DwQiwwglVkTkTwDTTEId,0.0744,0.54,201199,0,5,0.793,0.354,-4.379,1,0.0493,112.219,4,0.399
14974,3ILRzR8SwJajRjrcySym2F,0.00557,0.501,181425,1.44e-05,11,0.901,0.0751,-5.262,1,0.23,145.134,4,0.45
14975,7cdzfYrqbbMC6auCV0yAQr,0.0182,0.75,183750,1.19e-06,11,0.918,0.308,-5.336,0,0.106,127.988,4,0.547
14976,0J6sITdD8JMUBKaadJLV1U,0.329,0.671,181494,0,7,0.874,0.21,-4.865,0,0.0637,100.032,4,0.754
14977,6wo0agNyGQgpmMQe1lcBL9,0.00313,0.608,166275,0.00146,2,0.778,0.354,-5.618,1,0.0966,199.901,4,0.72
14978,1m0Z1ImWdGDSuS6RvF9qsa,0.0269,0.67,206674,0.000248,7,0.59,0.148,-6.785,1,0.0721,186.001,4,0.481
14979,1J0vxvt4DVirTTZu711R0M,0.0586,0.643,173256,0.000272,7,0.614,0.199,-7.455,1,0.296,195.855,4,0.587
14980,4J78QumWAJEpf36lMN7QnK,0.0299,0.657,150831,0,2,0.897,0.196,-3.291,1,0.171,168.014,4,0.475
14981,6uow6uCKFWR51h5VBo5Z4O,0.263,0.617,155933,6.04e-06,3,0.602,0.213,-6.588,1,0.374,95.184,4,0.673
14982,4Lh4lVFojznlPnJ73OLgEU,0.0765,0.571,224348,0,11,0.841,0.356,-3.195,0,0.417,91.995,4,0.761
14983,2dEoEy7wqvJ4xq90lrPEwU,0.241,0.837,179277,0,0,0.726,0.0702,-5.938,1,0.0516,93.017,4,0.823
14984,1u2XfTsJai4u33yapHLzap,0.0261,0.906,189757,0.00383,7,0.72,0.0542,-4.056,0,0.134,102.99,4,0.645
14985,0MnRaCP2vAeUEEFbNx77Wp,0.0868,0.929,194311,0,0,0.536,0.0693,-5.941,1,0.281,130.05,4,0.887
14986,6lQYrZWozzmlstYZ0ktXq9,0.244,0.54,171653,0,1,0.604,0.107,-8.835,1,0.37,93.748,4,0.554
14987,5cYOVkA2cnjKid9yigaMwq,0.0597,0.686,252923,0,4,0.86,0.19,-3.358,1,0.0517,130.027,4,0.417
14988,411fSfMfrNGxVsIGK3drHT,0.0109,0.851,173642,0.00352,1,0.865,0.346,-4.339,1,0.235,130.015,4,0.866
14989,4Y0TtDriFlN3XZoQx6PYsu,0.0875,0.641,196188,9.05e-06,0,0.537,0.115,-5.452,0,0.0282,112.864,4,0.0681
14990,6JgWlZevrjV6nr6NiNf5Ji,0.041,0.409,221067,1.39e-05,10,0.513,0.137,-6.189,0,0.0277,149.734,4,0.16
14991,1qfoq1qvZT7VwDVeekCJ97,0.388,0.504,167373,0,7,0.503,0.0608,-3.313,1,0.0422,195.593,4,0.709
14992,2D9itdl85AQVNpTfrxvUGj,0.182,0.765,182600,1.04e-05,6,0.574,0.0567,-4.36,0,0.0926,176.001,4,0.815
14993,62VZXeC3AwCXjdzggLl3CP,0.14,0.619,222288,0,2,0.719,0.268,-4.413,0,0.0607,120.041,4,0.544
14994,0ftqnEkXiWtULnedN3HmV2,0.239,0.528,176980,1.72e-06,0,0.489,0.0971,-8.251,1,0.0273,78.094,4,0.391
14995,15HNdxGKNCIO9pgaY4n7FU,0.047,0.538,326843,0,8,0.869,0.14,-3.464,1,0.0275,91.972,4,0.369
14996,0vUhEAJIaTGqBJfDsOZoNt,0.228,0.662,209348,0,9,0.882,0.309,-5.123,0,0.203,91.947,4,0.797
14997,69PcHXQe4GhorDgV7gTXAw,0.64,0.62,259500,0,10,0.608,0.153,-8.309,0,0.362,85.876,4,0.537
14998,3xKe1DOJinKfVTZyuHjFWz,0.0683,0.773,166231,0,1,0.763,0.111,-4.341,1,0.0979,100.055,4,0.531
14999,32ixEZaSA1ZMrKOYInRbeP,0.147,0.62,204500,2.76e-06,2,0.664,0.0997,-8.052,1,0.0613,103.127,4,0.257
15000,5Aw0QmDZJZID69ZcTvEzXI,0.0548,0.58,164825,0,4,0.758,0.114,-6.448,0,0.044,164.924,4,0.437
15001,05mrU7mN3c1822bpY58UBC,0.307,0.755,198125,0,5,0.502,0.105,-9.08,0,0.0655,149.919,4,0.6
15002,45zJRuzK9e6AO527NOW7Fy,0.0261,0.775,190700,2.09e-05,6,0.661,0.112,-6.178,0,0.183,112.029,4,0.467
15003,5p2DLgv9wFOn12RfZShqjI,0.448,0.891,145333,0,4,0.771,0.106,-6.832,1,0.418,145.953,4,0.767
15004,5JwUzwYG8YAlmigvSA1wrb,0.477,0.927,148375,0.00717,2,0.635,0.114,-7.988,1,0.241,100.024,4,0.629
15005,1a2uPdv5ZwwCqqmvAiddqN,0.345,0.689,191360,0,10,0.579,0.138,-7.901,0,0.0929,162.046,4,0.343
15006,08T6PcG04UfYckjm1bDcov,0.388,0.837,155238,2.11e-06,11,0.649,0.122,-9.164,0,0.351,125.95,4,0.331
15007,4pBxb7WuLsC3YyA9cj4T2l,0.0858,0.772,204952,0,5,0.752,0.728,-5.169,1,0.0798,101.027,4,0.455
15008,7yEuRloGyxyu1KaWBTPP1Z,0.0235,0.574,247248,2.03e-06,10,0.738,0.0959,-5.526,1,0.0958,109.996,4,0.307
15009,3IzQc4KEAFd8lIc90X7FZr,0.0728,0.71,253161,0,7,0.801,0.0744,-4.845,1,0.0896,145.102,4,0.845
15010,60XrRbNjDMAGUZ2xLkU9W3,0.0212,0.705,209393,3.18e-05,1,0.982,0.337,-3.376,1,0.0788,94.99,4,0.571
15011,1bLNqR3bqpyWkwWKECjVrw,0.131,0.846,213947,0.000384,1,0.786,0.0835,-4.607,1,0.0519,106.023,4,0.523
15012,2UnjouMKvceTMggAGjBSYB,0.537,0.648,209961,1.35e-05,9,0.454,0.187,-8.915,0,0.0361,128.07,4,0.237
15013,3UEYFJsF12eG1L0zrqlLPZ,0.727,0.721,218745,0,2,0.632,0.117,-6.059,0,0.0332,99.966,4,0.377
15014,1d4KILXseHFJws0vA8fv2U,0.127,0.867,184380,9.46e-05,1,0.592,0.0611,-5.105,0,0.0551,137.073,4,0.908
15015,7Ck421SAROdN0Q6RXMbic7,0.643,0.563,239000,2.81e-05,3,0.419,0.0693,-9.262,1,0.0294,136.01,4,0.256
15016,67dg9xeMIRXjcQbmbWtBFW,0.746,0.583,215625,0,10,0.433,0.133,-8.309,0,0.0501,127.513,4,0.22
15017,1x98eBqmkXlKvRpZXGMwLU,0.512,0.585,177337,0,5,0.633,0.206,-5.243,0,0.0371,150.093,4,0.367
15018,6V9doxBqWIdHujB55uxOiL,0.201,0.598,252796,0,9,0.631,0.125,-7.815,0,0.0371,124.08,4,0.348
15019,0q3yDDxPh0k5nvgh2SPcsS,0.0952,0.612,184003,6.03e-06,8,0.61,0.0743,-5.241,1,0.0612,89.926,4,0.632
15020,6glNKSv2aUtfQhe1SJBZZt,0.889,0.555,197179,0,10,0.282,0.0927,-8.228,1,0.0612,125.522,4,0.382
15021,5C1TucCRf4Vjjree1OItyv,0.834,0.708,179908,0,9,0.339,0.128,-7.085,1,0.0409,117.995,4,0.512
15022,5TTXEcfsYLh6fTarLaevTi,0.432,0.752,171356,0,0,0.494,0.0869,-8.18,1,0.0559,117.901,4,0.227
15023,3RDNWxiX2qTMDLwOHYWPN2,0.741,0.533,271200,4.82e-05,9,0.298,0.134,-11.069,1,0.0315,129.676,4,0.112
15024,3VK96nMFmP34P4dq2zrAWu,0.933,0.294,251056,4.39e-05,7,0.146,0.13,-13.09,1,0.0336,177.658,3,0.299
15025,0GsltzHgCGCiQvskZggDDj,0.185,0.775,226250,0,5,0.51,0.124,-6.043,1,0.0303,119.947,4,0.525
15026,4gY9fdFTRmdyXKTmxRa4oI,0.417,0.789,199385,0,8,0.635,0.0772,-4.683,1,0.199,130.014,4,0.426
15027,4MsUsFfWseB9M2plGJyuIw,0.0291,0.614,193040,0,0,0.839,0.112,-4.143,1,0.0702,182.123,4,0.657
15028,4SHhui9S7lFYGHXikfneGo,0.321,0.454,178550,1.06e-05,2,0.583,0.332,-6.596,1,0.133,89.134,4,0.216
15029,1iWHabUgUuuKLBa0TzTHfk,0.0575,0.302,242956,0,2,0.414,0.0861,-8.16,1,0.0319,110.508,4,0.105
15030,2FXd6kKCtBIc6UfN1gH1pA,0.0122,0.697,213886,0,5,0.874,0.627,-2.15,0,0.045,132.022,4,0.775
15031,3TDSZ8tNk895DgIM7RlSWh,0.0154,0.516,153959,7.07e-06,2,0.753,0.354,-6.09,1,0.314,69.033,4,0.342
15032,6SsXWxlT0AA33EFXap4OJG,0.727,0.771,240000,6.47e-05,7,0.661,0.15,-5.715,0,0.3,109.988,4,0.217
15033,3MkDbpHIHxmxOzqUAClMj3,0.068,0.725,167167,0,4,0.701,0.128,-7.718,1,0.108,94.031,4,0.118
15034,4PkIDTPGedm0enzdvilLNd,0.268,0.669,201072,0,8,0.801,0.0594,-5.445,1,0.136,109.919,4,0.541
15035,0SErNy2An0gCpYFRUNWwNT,0.309,0.808,166613,0,7,0.574,0.18,-8.527,1,0.334,141.008,4,0.631
15036,3HUb7feX3gdnzZVEHy5yFj,0.318,0.9,192387,0,6,0.592,0.107,-8.499,0,0.463,139.988,4,0.432
15037,4NSW0Km5ZG60L8FthUebPJ,0.289,0.46,220396,6.16e-06,1,0.8,0.121,-3.584,1,0.05,102.46,4,0.553
15038,5wIjM4q7oIgiLqn8Qfoyxh,0.251,0.863,252907,0,6,0.471,0.121,-9.545,1,0.478,140.969,4,0.644
15039,60iSKGrGazRzICtMjADNSM,0.443,0.688,205687,0,11,0.53,0.0995,-5.507,1,0.0333,106.958,4,0.162
15040,7MPC1qtCR74fdc9jNdFHeH,0.188,0.747,161360,5.85e-06,0,0.605,0.1,-6.257,1,0.0733,99.955,4,0.473
15041,2abVYMtriZHHIDGFZFT5ij,0.261,0.827,194067,0,7,0.626,0.193,-7.744,0,0.202,139.973,4,0.674
15042,07qHCBBSRswIsfs0waYdjC,0.799,0.583,169846,0,5,0.418,0.109,-10.898,0,0.0451,129.915,4,0.357
15043,2X9KzKyDEoekf0xzj2AoVt,0.0111,0.879,210073,0,8,0.872,0.0911,-4.457,1,0.0485,127.966,4,0.903
15044,4XZxalvnG4Yo8YZLuiT1kV,0.143,0.402,191248,0,8,0.754,0.358,-4.837,1,0.0432,108.17,4,0.621
15045,5WKqDguhqPkckiwO0xnaX6,0.175,0.816,228674,1.23e-06,0,0.676,0.285,-6.945,0,0.202,104.959,4,0.896
15046,1ePxFbp7r2iOkC7W6fGzzO,0.393,0.761,186567,0,1,0.765,0.0711,-5.788,0,0.0939,170.108,4,0.885
15047,38KDfaVZoA2leYWgESyeKB,0.143,0.862,182974,0,1,0.658,0.119,-4.042,1,0.164,90.97,4,0.517
15048,0ZWW9Qt5DCa5igVuX4YCWf,0.0436,0.788,189557,0.0199,11,0.827,0.377,-3.775,0,0.0936,129.98,4,0.891
15049,7BOSUmBCG2eB2WKSx8RpmP,0.00333,0.602,186211,0.00227,0,0.899,0.171,-6.86,1,0.0419,121.969,4,0.705
15050,0oIGnSelyXxLlQqaNs1dtl,0.000594,0.679,202850,0,1,0.936,0.341,-6.011,0,0.0727,132.025,4,0.745
15051,6a0BXoEVAyeNUiysmCCdCT,0.011,0.666,186569,0.00202,7,0.575,0.0927,-5.385,1,0.0389,100.112,4,0.498
15052,6z2Hx0aMb7mKd3QMX7m9Tj,0.0373,0.733,187011,0,0,0.674,0.194,-6.171,0,0.0725,100.153,4,0.467
15053,5JpBSYup4GnSiALeXlKffO,0.508,0.757,210747,4.37e-05,8,0.488,0.0857,-9.678,1,0.0425,115.892,4,0.385
15054,5RW3cPvOxvMKCbU8I1ITJr,0.16,0.578,228953,0,11,0.78,0.313,-5.718,0,0.0476,99.967,4,0.122
15055,3Dj6xObwtNu6EvDKKsmuiE,0.182,0.711,197442,0,10,0.804,0.0973,-3.606,0,0.0543,172.001,4,0.88
15056,6qoIFQfdmaQF9A1gb67tR7,0.933,0.727,155947,0,11,0.482,0.388,-6.193,1,0.115,74.93,4,0.487
15057,6qz7XM4Ysl3z0rEcInLivx,0.0191,0.807,188693,0.00316,6,0.613,0.287,-7.955,0,0.175,100.036,4,0.533
15058,63c2jMnVyf8dtnbaQK910d,0.108,0.918,268437,8.62e-05,1,0.527,0.0549,-6.733,1,0.276,99.973,4,0.553
15059,7bDboJVS7UlQBZj8lsvz2g,0.124,0.754,175082,0.00281,5,0.939,0.293,-1.953,0,0.0387,122.006,4,0.853
15060,7piXNyrajEfqhOkzgDq2Ts,0.175,0.682,211180,0,1,0.55,0.116,-5.91,1,0.105,90.727,4,0.271
15061,2egI1hFZDAYrkCgtepoore,0.183,0.861,186893,0,1,0.599,0.0921,-4.205,1,0.246,102.119,4,0.869
15062,5DrBaUdLV4pETrxaqp2igh,0.139,0.789,179658,0,11,0.365,0.181,-13.54,0,0.449,153.907,4,0.874
15063,5MsRvwS27MkB8qsx7r9hqj,0.0234,0.689,188486,0.00598,4,0.433,0.129,-11.607,0,0.287,134.862,4,0.156
15064,7yX4MdvwSM7j54oGNEF0E4,0.019,0.628,119633,0,0,0.556,0.174,-7.507,1,0.478,91.607,1,0.269
15065,1Bbg9EmHHgMiaenry4w2wv,0.191,0.835,163449,0,4,0.555,0.0847,-6.617,0,0.345,135.926,4,0.555
15066,400bxfCPbRlojar8imqNIF,0.0755,0.593,165168,0,6,0.448,0.093,-10.388,0,0.0945,145.073,4,0.467
15067,151GbWJcajt35sN4T309vF,0.286,0.879,174080,0,9,0.489,0.11,-8.271,0,0.217,94.939,4,0.423
15068,0XvFCkqsofC8sNX0zOhFmv,0.0404,0.807,144201,2.87e-05,10,0.538,0.108,-7.655,0,0.113,155.005,4,0.742
15069,02itaCXOdC54J0ISjqqFAp,0.479,0.733,147840,0.0645,9,0.859,0.105,-5.03,0,0.033,124.948,4,0.52
15070,3FOVAtdyzAUKdyS0dEwroS,0.228,0.667,188800,0,10,0.512,0.214,-8.142,0,0.194,149.978,4,0.437
15071,75VtuVjbcpU9XaAIsh0eGc,0.0508,0.626,166944,0,7,0.53,0.0917,-7.218,0,0.285,138.902,5,0.563
15072,2oWm94yLJquhA4WaWIEq3K,0.155,0.761,151030,0.000312,7,0.611,0.118,-6.061,0,0.0623,82.541,4,0.371
15073,5EGO6sCOZuracSGyAPvu3F,0.0108,0.861,151251,0,10,0.447,0.113,-8.351,0,0.11,102.04,4,0.494
15074,7FXfrOsoBv8AU9E7hWRTbH,0.0705,0.798,174734,0,5,0.612,0.127,-7.072,0,0.262,162.015,4,0.792
15075,7uMwNkAtMVLXsHuIqbzSBb,0.00775,0.801,132174,2e-05,7,0.631,0.281,-8.071,0,0.245,138.013,4,0.31
15076,07LIU0ZjhmP0BX2KDGXdZY,0.138,0.849,170354,0.0023,4,0.684,0.0685,-4.913,0,0.292,98.134,4,0.518
15077,7nPTjuVySLIUlgKrzTIFdb,0.0418,0.89,166353,0.0258,0,0.662,0.0594,-5.462,1,0.199,129.988,4,0.837
15078,7d5OMedGbW3CZwFfiNMGeI,0.751,0.836,258837,1.85e-06,4,0.44,0.0805,-7.95,0,0.229,135.931,4,0.377
15079,6hyl5rtrQw0FyGOWueYQsd,0.371,0.831,205504,0,0,0.626,0.201,-5.85,0,0.0874,99.971,4,0.789
15080,3v9OYjvyB1tJ9sMrZIlfcz,0.0326,0.531,196011,0,7,0.931,0.308,-3.906,1,0.0694,198.939,4,0.563
15081,5vLZCOuXHphFcOYl0WDwMk,0.144,0.822,184000,3.98e-05,0,0.604,0.0971,-7.081,0,0.255,90.021,4,0.626
15082,4oKCcNEyYAURy8mnQhuUb0,0.211,0.787,205472,0.00105,0,0.547,0.1,-8.401,1,0.109,126.002,4,0.292
15083,55NyZf6p3hU2Q9FSX1v43V,0.0932,0.701,202286,4.74e-06,11,0.532,0.0879,-8.189,1,0.188,140.056,4,0.417
15084,4EQ0Mt0mZzsCd9UPTpfiAO,0.0971,0.681,174545,0.000322,5,0.417,0.119,-9.935,0,0.043,120.941,4,0.0727
15085,53babpnCbhRGyme9RPksyf,0.364,0.874,178119,0,3,0.597,0.0987,-9.803,0,0.103,99.993,4,0.691
15086,6MlldqBpDJty0FAqJOi8EY,0.0609,0.761,195000,0,4,0.598,0.105,-7.533,0,0.207,159.992,4,0.221
15087,1ayWPF6ADruJklOKvCQtCF,0.326,0.671,167273,0.852,10,0.621,0.201,-6.384,0,0.0346,131.982,4,0.418
15088,62PhsM7QqdNoJVPwWHezXM,0.316,0.701,183333,0.000111,9,0.621,0.094,-9.314,0,0.0686,144.105,4,0.0545
15089,6Fn9OVLZ9iGRS6SLsrFemT,0.138,0.774,164211,0.00114,8,0.534,0.14,-9.28,1,0.0505,152.019,4,0.32
15090,3GxzWklqIbmOLkoKwyANzU,0.187,0.756,276610,0.175,4,0.66,0.0987,-7.382,0,0.0685,118.024,4,0.586
15091,49yeFC92MyOcVU8tiit4wj,0.709,0.566,161013,0.0135,1,0.488,0.11,-9.473,0,0.039,157.875,4,0.197
15092,4fUCTv421fKbSRFKuPi6ge,0.246,0.858,215250,1.17e-06,7,0.448,0.0917,-12.473,0,0.132,99.982,4,0.334
15093,1DOHjrGbhgzAXac1s5FfTR,0.152,0.675,197818,2.82e-06,1,0.713,0.114,-7.632,0,0.169,164.96,4,0.0811
15094,2687fXBlOk6u6fiwLJ4E1l,0.267,0.745,208696,0,3,0.57,0.121,-10.411,0,0.0636,115.086,4,0.539
15095,1bpyEuVZPS5uWSnpkm3dW0,0.41,0.278,248640,0,9,0.64,0.16,-7.075,0,0.0897,63.011,4,0.203
15096,15kf9DLlzjHMfVccydtAEb,0.37,0.721,256000,0.000351,6,0.788,0.0881,-4.597,0,0.0429,94.045,4,0.19
15097,6dJPqP0gHP6iAZuIk1njBs,0.337,0.394,221387,0,3,0.454,0.16,-7.598,1,0.0673,184.805,3,0.357
15098,3TqLIW3qd4qFYkfYsBjVN6,0.53,0.655,396120,0,0,0.858,0.344,-5.607,0,0.315,83.489,4,0.65
15099,7anSoGdgtmJTAPZBzcPhO6,0.523,0.681,286507,0,1,0.648,0.104,-5.021,0,0.38,172.02,4,0.688
15100,3nymR2pRbiDq89qS2osIVX,0.394,0.3,232743,0,2,0.783,0.111,-1.943,1,0.0421,158.822,4,0.34
15101,4R8BJggjosTswLxtkw8V7P,0.145,0.806,309120,0,10,0.786,0.0935,-3.831,0,0.0741,91.973,4,0.58
15102,0stKSegkdrfLTDvm5sIO38,0.485,0.861,252440,2.44e-05,1,0.786,0.113,-3.833,1,0.229,104.017,4,0.778
15103,1g2Z2lOrwayOzDqOc8EfbR,0.0385,0.771,289907,9.35e-06,10,0.796,0.218,-4.106,0,0.0798,87.985,4,0.636
15104,5QyUhnJWnndTxBYCA6EMRy,0.348,0.704,170782,0,6,0.589,0.0739,-7.083,0,0.308,189.989,4,0.618
15105,68av1mZz0VsIYXJWATZWUW,0.299,0.782,224713,0,11,0.864,0.0876,-2.918,0,0.053,156.989,4,0.941
15106,6TNK1SFt77MvTFoiTloiFQ,0.0533,0.667,180816,1.15e-05,11,0.755,0.0795,-5.893,0,0.05,97.063,4,0.472
15107,5hVghJ4KaYES3BFUATCYn0,0.23,0.554,190067,5.98e-06,9,0.498,0.795,-8.866,1,0.0685,79.635,4,0.413
15108,2gwkD6igEhQbDQegRCcdoB,0.0608,0.876,163320,0,2,0.662,0.127,-6.482,0,0.426,75.445,4,0.844
15109,5rwdmpN5eMWIIwK4R96vv1,0.553,0.829,135053,0.000214,6,0.64,0.131,-5.537,0,0.231,160.025,4,0.848
15110,4Lxv5hGnHOUYBVeDgWgcaP,0.37,0.623,167500,0,11,0.687,0.295,-5.435,1,0.0431,127.875,4,0.704
15111,3wB81eGupHVv9W4mF9IsHh,0.0509,0.894,158769,0,1,0.551,0.106,-5.081,1,0.188,130.017,4,0.779
15112,3bdjxhq0PqcxNwswCOX6w1,0.248,0.899,158400,0,10,0.719,0.0841,-2.468,1,0.0948,118.031,4,0.838
15113,3tU3UAasaDA9OixXGC3O33,0.286,0.577,189003,0,5,0.919,0.943,-3.194,1,0.0982,166.059,4,0.736
15114,5q0NlM6Pm8Pp3orq7zGiRn,0.589,0.565,224002,0,5,0.82,0.621,-5.031,0,0.243,76.471,4,0.604
15115,37Xnka0c1qea5wagV91UIl,0.319,0.804,209717,0,0,0.748,0.35,-2.314,1,0.0499,115.999,4,0.765
15116,1oQppEGTHYN53xfEaTz4ua,0.413,0.795,122435,0,1,0.878,0.0968,-3.261,0,0.278,149.971,4,0.963
15117,6XGhqvxCMCcBy5XiqG7SWV,0.123,0.708,170441,0,11,0.891,0.248,-3.117,0,0.0285,128.025,4,0.932
15118,4gDvg62vG96w0qJaF6wzcd,0.724,0.542,182735,0,6,0.876,0.925,-3.378,1,0.0972,118.777,4,0.634
15119,4E6RdcCWMiHTu7zy1VTNDo,0.281,0.621,154661,0,3,0.743,0.411,-3.864,1,0.0738,111.454,4,0.581
15120,0nkDm27DGppCSk8dnGtvPa,0.356,0.819,148340,0,6,0.951,0.145,-2.896,0,0.141,153.963,4,0.963
15121,26WpOBpHiIMoBuMEIwtOCH,0.539,0.621,166400,0,8,0.7,0.152,-5.502,1,0.247,149.902,4,0.704
15122,0WhDotK0QXigmsrlw0DxKK,0.466,0.776,179644,0,7,0.465,0.363,-6.368,0,0.434,149.829,4,0.694
15123,2fOjendzUzepHwR9QrVyYF,0.127,0.757,182400,0,4,0.832,0.167,-3.674,0,0.229,180.05,4,0.53
15124,0UQwlF2pRkr1lMN6kNNUj3,0.0655,0.618,206279,0,2,0.795,0.309,-1.8,1,0.113,185.901,4,0.76
15125,7KbF6AdprOXEEHlsq11Z6d,0.217,0.777,175733,0,10,0.712,0.091,-4.84,1,0.277,95.692,4,0.68
15126,5vZ4IeUenK2cHub2d7yfWk,0.00404,0.652,277397,0.00381,0,0.894,0.124,-5.145,0,0.0409,132.03,4,0.76
15127,7MgFU3vP9tF5siiYAyl3VA,0.212,0.693,214000,1.9e-06,1,0.56,0.0795,-7.147,1,0.299,162.216,4,0.563
15128,6kgylzrXpuvoaln5M3ZGWs,0.31,0.803,228603,0,5,0.686,0.132,-5.485,0,0.05,96.978,4,0.569
15129,6NG3qmX9J2mM665OM03ZxS,0.299,0.827,225000,0,6,0.516,0.121,-6.032,0,0.17,100.005,4,0.913
15130,340UVheS8z3ncW9TTUhAbc,0.0188,0.611,231999,0,9,0.622,0.359,-5.075,0,0.0734,146.11,4,0.538
15131,79J8ETyLFUdFTDZHXNNKie,0.0599,0.72,211000,0,11,0.836,0.166,-4.002,0,0.071,160.097,4,0.922
15132,7KOad55BDg7FPZB9aLhvp4,0.0649,0.879,204758,0,1,0.578,0.166,-7.53,0,0.146,105.036,4,0.815
15133,4efLhkYJJf2R6WhbwpFi85,0.282,0.841,237424,0.0175,4,0.746,0.175,-4.062,1,0.0914,116.014,4,0.564
15134,59ywHNwwchG4nZJMLyxSzd,0.228,0.919,205803,4.24e-06,1,0.622,0.122,-7.384,1,0.0997,140.022,4,0.424
15135,6hi2dKBqNA63EodoW3mGMp,0.0567,0.636,275000,0,6,0.606,0.0841,-10.306,0,0.328,168.029,4,0.517
15136,36K4JkkYULpfhYuuemxJMp,0.333,0.764,188012,0.000685,0,0.82,0.402,-8.372,1,0.294,122.017,4,0.489
15137,5zEPQhpwoNfOXyW6vLGTLY,0.156,0.707,231000,0.00142,9,0.424,0.0865,-10.316,1,0.408,187.772,4,0.48
15138,28swek0BccqB87s7pqkvv5,0.548,0.809,216969,1.21e-05,6,0.585,0.103,-8.207,0,0.293,99.982,4,0.565
15139,3bBIcLfShA5RAGmlwebWqw,0.0937,0.6,210000,0,6,0.565,0.0701,-7.698,0,0.302,94.045,4,0.519
15140,3RaNeu1vy6xooSAYm6h1UQ,0.0212,0.57,237707,0,6,0.844,0.0746,-5.546,0,0.164,156.939,4,0.774
15141,3SEPI4YkmPsiDutWBjZjmZ,0.0784,0.796,188000,0,4,0.448,0.167,-9.123,0,0.241,103.987,4,0.234
15142,28fP6qcMGPfYOjrx8AOWFn,0.0703,0.942,200507,0,2,0.564,0.078,-6.293,1,0.407,126.069,4,0.393
15143,5TU8eIPFfQ7uUeOITnxxpb,0.0723,0.806,185125,0,5,0.519,0.0722,-9.175,0,0.117,100.075,4,0.591
15144,0vHmuAr3iAuGBAqMmraa05,0.738,0.817,193450,0.00876,2,0.375,0.104,-10.21,1,0.152,92.472,4,0.495
15145,44ZJ4hLD5onikKsVLQaILr,0.13,0.682,196267,0.00116,8,0.653,0.129,-6.062,1,0.339,188.115,4,0.428
15146,4cbdPT6uaBOgOQe3fLMofl,0.00413,0.507,211267,0,4,0.644,0.217,-7.485,1,0.0641,179.913,4,0.172
15147,7njKgVl3AnLflRad38o7AG,0.0828,0.844,169038,0,11,0.644,0.113,-6.273,0,0.0479,122.061,4,0.591
15148,3y3brCCecHC3Db18aIOnny,0.381,0.591,215316,0.000116,9,0.705,0.131,-6.519,0,0.079,121.799,4,0.27
15149,5qmq61DAAOUaW8AUo8xKhh,0.11,0.715,173325,0,4,0.624,0.123,-3.046,0,0.114,158.087,4,0.412
15150,2MuMD298IpYqKF367wegUd,0.137,0.694,245387,0,10,0.759,0.167,-5.667,0,0.398,140.055,4,0.77
15151,4Sib57MmYGJzSvkW84jTwh,0.0291,0.614,193040,0,0,0.839,0.112,-4.143,1,0.0702,182.123,4,0.657
15152,2S1LebN6AXXQqJolBxlWgO,0.639,0.694,281500,0,2,0.664,0.0929,-4.649,1,0.05,95.941,4,0.676
15153,6vqwNBT87x37nNvfmuNTaJ,0.548,0.612,218359,6.27e-06,4,0.625,0.102,-8.055,0,0.59,137.29,4,0.352
15154,7Feaw9WAEREY0DUOSXJLOM,0.179,0.661,163805,1.23e-05,5,0.723,0.14,-6.976,0,0.0566,113.778,4,0.316
15155,7MqL7uh6zGd8x0B9srz3r0,0.0712,0.675,173200,0.179,8,0.852,0.667,-4.529,1,0.0958,74.996,4,0.277
15156,1FuJKBi6XdFyf8Yzmck468,0.435,0.705,175922,1.38e-05,8,0.919,0.168,-5.087,0,0.244,134.029,4,0.607
15157,7KO3iofeNz34vOQgSnKuU1,0.104,0.712,144391,0,10,0.746,0.139,-6.831,0,0.0689,160.008,4,0.83
15158,3ld409h4DdrdPJzEdeU1WS,0.292,0.82,206053,0,5,0.734,0.341,-5.724,0,0.137,101.048,4,0.474
15159,5h10tw9LYCWPFgqJttM2U0,0.158,0.682,248676,0,0,0.719,0.334,-5.518,0,0.27,87.036,4,0.608
15160,2bT1PH7Cw3J9p3t7nlXCdh,0.487,0.691,191467,0,2,0.823,0.134,-4.197,1,0.0623,123.935,4,0.87
15161,0WGG3xWyW6AlXOaW6CHu4A,0.266,0.791,170181,1.72e-05,1,0.594,0.11,-5.983,1,0.273,86.034,4,0.577
15162,1x4MJYA9mJRph3fygU51K4,0.0199,0.825,164471,0,10,0.749,0.14,-4.805,0,0.182,154.943,4,0.31
15163,0hVXuCcriWRGvwMV1r5Yn9,0.0902,0.798,219947,0,6,0.676,0.0894,-5.041,1,0.0442,101.956,4,0.843
15164,7IkZpSOJKGXCGhqAvHs7FG,0.000969,0.723,183692,9.17e-06,1,0.647,0.258,-6.164,1,0.331,172.369,4,0.161
15165,07f2b3CTdgKKlhv0mqUksz,0.169,0.717,161882,0,9,0.668,0.0673,-5.003,0,0.0554,89.045,4,0.464
15166,2kkcJ8tSDV42LdWcPjy6We,0.435,0.656,188057,0,2,0.756,0.0934,-4.026,0,0.3,168.031,4,0.645
15167,53rkN7z3bKorDSIxDvqXNt,0.102,0.86,268794,0,1,0.697,0.159,-4.727,1,0.0718,129.978,4,0.586
